1|10000000|0.022463
1|10000000|0.022185
1|10000000|0.022573
1|10000000|0.022395
1|10000000|0.02323
1|10000000|0.023889
1|10000000|0.023057
1|10000000|0.023427
1|10000000|0.023192
1|10000000|0.023206
2|10000000|0.024027
2|10000000|0.023458
2|10000000|0.023381
2|10000000|0.032429
2|10000000|0.023237
2|10000000|0.022963
2|10000000|0.032429
2|10000000|0.022211
2|10000000|0.02212
2|10000000|0.021891
4|10000000|0.026947
4|10000000|0.02644
4|10000000|0.022447
4|10000000|0.031486
4|10000000|0.023314
4|10000000|0.027303
4|10000000|0.027313
4|10000000|0.022396
4|10000000|0.024793
4|10000000|0.022745
8|10000000|0.027304
8|10000000|0.025425
8|10000000|0.024348
8|10000000|0.023227
8|10000000|0.027538
8|10000000|0.025972
8|10000000|0.025407
8|10000000|0.025595
8|10000000|0.025001
8|10000000|0.027256
16|10000000|0.02751
16|10000000|0.024577
16|10000000|0.026549
16|10000000|0.025058
16|10000000|0.0276
16|10000000|0.027328
16|10000000|0.027506
16|10000000|0.025189
16|10000000|0.028256
16|10000000|0.024354
32|10000000|0.028596
32|10000000|0.028917
32|10000000|0.027176
32|10000000|0.027508
32|10000000|0.026587
32|10000000|0.028369
32|10000000|0.029529
32|10000000|0.028901
32|10000000|0.027284
32|10000000|0.026672
64|10000000|0.030544
64|10000000|0.028566
64|10000000|0.029302
64|10000000|0.030294
64|10000000|0.029476
64|10000000|0.028679
64|10000000|0.030957
64|10000000|0.028654
64|10000000|0.033109
64|10000000|0.030497
128|10000000|0.031249
128|10000000|0.033232
128|10000000|0.034362
128|10000000|0.030005
128|10000000|0.032019
128|10000000|0.031933
128|10000000|0.030865
128|10000000|0.0343
128|10000000|0.034504
128|10000000|0.030696
256|10000000|0.034525
256|10000000|0.036189
256|10000000|0.035811
256|10000000|0.037697
256|10000000|0.039927
256|10000000|0.036544
256|10000000|0.037271
256|10000000|0.038242
256|10000000|0.035273
256|10000000|0.034342
1|100000000|0.222547
1|100000000|0.221875
1|100000000|0.222986
1|100000000|0.224637
1|100000000|0.226523
1|100000000|0.220904
1|100000000|0.226431
1|100000000|0.221719
1|100000000|0.225513
1|100000000|0.219976
2|100000000|0.221648
2|100000000|0.22733
2|100000000|0.228393
2|100000000|0.323419
2|100000000|0.22379
2|100000000|0.221649
2|100000000|0.223897
2|100000000|0.22274
2|100000000|0.225194
2|100000000|0.222002
4|100000000|0.225558
4|100000000|0.224241
4|100000000|0.273539
4|100000000|0.227815
4|100000000|0.279093
4|100000000|0.275435
4|100000000|0.224106
4|100000000|0.273655
4|100000000|0.275749
4|100000000|0.274381
8|100000000|0.305594
8|100000000|0.294601
8|100000000|0.298637
8|100000000|0.3051
8|100000000|0.291456
8|100000000|0.294108
8|100000000|0.306194
8|100000000|0.29986
8|100000000|0.301452
8|100000000|0.299197
16|100000000|0.298714
16|100000000|0.29947
16|100000000|0.303905
16|100000000|0.298305
16|100000000|0.30508
16|100000000|0.302997
16|100000000|0.306158
16|100000000|0.292002
16|100000000|0.306095
16|100000000|0.30849
32|100000000|0.291219
32|100000000|0.312339
32|100000000|0.311793
32|100000000|0.304176
32|100000000|0.297837
32|100000000|0.307047
32|100000000|0.306359
32|100000000|0.30946
32|100000000|0.307469
32|100000000|0.315157
64|100000000|0.294613
64|100000000|0.306365
64|100000000|0.306881
64|100000000|0.309739
64|100000000|0.308431
64|100000000|0.311966
64|100000000|0.313948
64|100000000|0.30723
64|100000000|0.307649
64|100000000|0.307333
128|100000000|0.313231
128|100000000|0.303726
128|100000000|0.311133
128|100000000|0.311003
128|100000000|0.306551
128|100000000|0.311209
128|100000000|0.315254
128|100000000|0.314236
128|100000000|0.314375
128|100000000|0.317113
256|100000000|0.310285
256|100000000|0.317174
256|100000000|0.319356
256|100000000|0.316268
256|100000000|0.311029
256|100000000|0.310767
256|100000000|0.316461
256|100000000|0.317736
256|100000000|0.320297
256|100000000|0.320361
1|1000000000|2.21189
1|1000000000|2.22156
1|1000000000|2.20886
1|1000000000|2.20047
1|1000000000|2.212
1|1000000000|2.2133
1|1000000000|2.21545
1|1000000000|2.19601
1|1000000000|2.20028
1|1000000000|2.2042
2|1000000000|2.24658
2|1000000000|2.27228
2|1000000000|2.23834
2|1000000000|2.25921
2|1000000000|2.26651
2|1000000000|2.24184
2|1000000000|2.24509
2|1000000000|2.25271
2|1000000000|2.23687
2|1000000000|2.23215
4|1000000000|2.26015
4|1000000000|2.24208
4|1000000000|2.47091
4|1000000000|2.24193
4|1000000000|2.24387
4|1000000000|2.31073
4|1000000000|2.24288
4|1000000000|2.70216
4|1000000000|2.73832
4|1000000000|2.23189
8|1000000000|3.02
