8|1|8|0.210001
8|1|8|0.229615
8|1|8|0.232714
8|1|8|0.196674
8|1|8|0.186831
8|1|8|0.181917
8|1|16|0.196433
8|1|16|0.211951
8|1|16|0.219688
8|1|16|0.211269
8|1|16|0.200058
8|1|16|0.204152
8|1|16|0.218479
8|1|16|0.17682
8|1|16|0.195361
8|1|16|0.201596
8|2|1|0.155053
8|2|1|0.160046
8|2|1|0.159227
8|2|1|0.160984
8|2|1|0.16351
8|2|1|0.164742
8|2|1|0.158214
8|2|1|0.164749
8|2|1|0.15942
8|2|1|0.158059
8|4|1|0.18623
8|4|1|0.180957
8|4|1|0.177307
8|4|1|0.190436
8|4|1|0.176581
8|4|1|0.183654
8|4|1|0.185449
8|4|1|0.196898
8|4|1|0.19241
8|4|1|0.185972
8|8|1|0.202128
8|8|1|0.19229
8|8|1|0.205736
8|8|1|0.208498
8|8|1|0.190442
8|8|1|0.207208
8|8|1|0.188056
8|8|1|0.20063
8|8|1|0.206253
8|8|1|0.209214
8|16|1|0.193601
8|16|1|0.210198
8|16|1|0.198877
8|16|1|0.201118
8|16|1|0.19656
8|16|1|0.203558
8|16|1|0.20655
8|16|1|0.203143
8|16|1|0.227029
8|16|1|0.227593
16|1|1|0.146065
16|1|1|0.143121
16|1|1|0.149422
16|1|1|0.138307
16|1|1|0.148464
16|1|1|0.148904
16|1|1|0.143735
16|1|1|0.158454
16|1|1|0.147539
16|1|1|0.145159
16|1|2|0.15809
16|1|2|0.134304
16|1|2|0.141333
16|1|2|0.152419
16|1|2|0.138707
16|1|2|0.149351
16|1|2|0.151159
16|1|2|0.145937
16|1|2|0.160446
16|1|2|0.157385
16|1|4|0.16959
16|1|4|0.175206
16|1|4|0.166303
16|1|4|0.18026
16|1|4|0.165988
16|1|4|0.130828
16|1|4|0.161189
16|1|4|0.182946
16|1|4|0.17951
16|1|4|0.159118
16|1|8|0.197304
16|1|8|0.18805
16|1|8|0.181162
16|1|8|0.185878
16|1|8|0.179584
16|1|8|0.180022
16|1|8|0.198291
16|1|8|0.216545
16|1|8|0.205257
16|1|8|0.22003
16|1|16|0.221216
16|1|16|0.210099
16|1|16|0.20543
16|1|16|0.182712
16|1|16|0.203721
16|1|16|0.218747
16|1|16|0.218511
16|1|16|0.219495
16|1|16|0.209602
16|1|16|0.218434
16|2|1|0.15483
16|2|1|0.157624
16|2|1|0.161975
16|2|1|0.160974
16|2|1|0.161064
16|2|1|0.165106
16|2|1|0.16254
16|2|1|0.164467
16|2|1|0.17018
16|2|1|0.168887
16|4|1|0.164615
16|4|1|0.178103
16|4|1|0.178383
16|4|1|0.191749
16|4|1|0.18233
16|4|1|0.172184
16|4|1|0.180278
16|4|1|0.167393
16|4|1|0.169632
16|4|1|0.172429
16|8|1|0.17727
16|8|1|0.192746
16|8|1|0.187267
16|8|1|0.194997
16|8|1|0.20712
16|8|1|0.203946
16|8|1|0.189307
16|8|1|0.189168
16|8|1|0.188914
16|8|1|0.194525
16|16|1|0.194531
16|16|1|0.206657
16|16|1|0.211657
16|16|1|0.199857
16|16|1|0.184215
16|16|1|0.202637
16|16|1|0.200275
16|16|1|0.212418
16|16|1|0.210054
16|16|1|0.181829
32|1|1|0.146423
32|1|1|0.153808
32|1|1|0.139964
32|1|1|0.142124
32|1|1|0.139725
32|1|1|0.145019
32|1|1|0.142006
32|1|1|0.147228
32|1|1|0.151529
32|1|1|0.136684
32|1|2|0.140747
32|1|2|0.152023
32|1|2|0.143071
32|1|2|0.147185
32|1|2|0.133729
32|1|2|0.142014
32|1|2|0.134921
32|1|2|0.150985
32|1|2|0.134376
32|1|2|0.144375
32|1|4|0.186936
32|1|4|0.144375
32|1|4|0.15365
32|1|4|0.17681
32|1|4|0.153559
32|1|4|0.173199
32|1|4|0.203331
32|1|4|0.195202
32|1|4|0.175615
32|1|4|0.17057
32|1|8|0.184306
32|1|8|0.181204
32|1|8|0.185398
32|1|8|0.197544
32|1|8|0.210031
32|1|8|0.212256
32|1|8|0.21624
32|1|8|0.214204
32|1|8|0.210681
32|1|8|0.187166
32|1|16|0.203752
32|1|16|0.201558
32|1|16|0.19953
32|1|16|0.202676
32|1|16|0.198579
32|1|16|0.210197
32|1|16|0.201439
32|1|16|0.208493
32|1|16|0.222646
32|1|16|0.200266
32|2|1|0.161931
32|2|1|0.157053
32|2|1|0.158722
32|2|1|0.15672
32|2|1|0.158229
32|2|1|0.164994
32|2|1|0.157554
32|2|1|0.155444
32|2|1|0.149301
32|2|1|0.158379
32|4|1|0.176852
32|4|1|0.17653
32|4|1|0.165376
32|4|1|0.165168
32|4|1|0.168276
32|4|1|0.167682
32|4|1|0.166011
32|4|1|0.179192
32|4|1|0.175871
32|4|1|0.165563
32|8|1|0.189291
32|8|1|0.187488
32|8|1|0.182195
32|8|1|0.193362
32|8|1|0.18661
32|8|1|0.186468
32|8|1|0.153883
32|8|1|0.182932
32|8|1|0.195661
32|8|1|0.163609
32|16|1|0.197234
32|16|1|0.189844
32|16|1|0.18074
32|16|1|0.187105
32|16|1|0.178271
32|16|1|0.192195
32|16|1|0.19307
32|16|1|0.179423
32|16|1|0.189268
32|16|1|0.19902
