1|1|1|0.174206
1|1|1|0.191666
1|1|1|0.193208
1|1|1|0.192923
1|1|1|0.192349
1|1|1|0.182994
1|1|1|0.197585
1|1|1|0.194109
1|1|1|0.192547
1|1|1|0.203826
1|1|2|0.177614
1|1|2|0.183815
1|1|2|0.18818
1|1|2|0.190649
1|1|2|0.178008
1|1|2|0.182042
1|1|2|0.189935
1|1|2|0.171306
1|1|2|0.163121
1|1|2|0.17583
1|1|4|0.192149
1|1|4|0.195277
1|1|4|0.191998
1|1|4|0.183504
1|1|4|0.1787
1|1|4|0.185158
1|1|4|0.176303
1|1|4|0.187192
1|1|4|0.175608
1|1|4|0.1806
1|1|8|0.193675
1|1|8|0.181708
1|1|8|0.184681
1|1|8|0.179081
1|1|8|0.172284
1|1|8|0.184073
1|1|8|0.184372
1|1|8|0.174572
1|1|8|0.183255
1|1|8|0.195244
1|1|16|0.193423
1|1|16|0.215988
1|1|16|0.199392
1|1|16|0.201084
1|1|16|0.20437
1|1|16|0.202843
1|1|16|0.210965
1|1|16|0.200857
1|1|16|0.187569
1|1|16|0.215949
1|2|1|0.203639
1|2|1|0.180527
1|2|1|0.193673
1|2|1|0.191211
1|2|1|0.180078
1|2|1|0.184459
1|2|1|0.198301
1|2|1|0.14569
1|2|1|0.195295
1|2|1|0.203594
1|4|1|0.194754
1|4|1|0.185992
1|4|1|0.193444
1|4|1|0.199606
1|4|1|0.202564
1|4|1|0.191189
1|4|1|0.201555
1|4|1|0.205252
1|4|1|0.190444
1|4|1|0.172679
1|8|1|0.196951
1|8|1|0.200192
1|8|1|0.172413
1|8|1|0.190961
1|8|1|0.194983
1|8|1|0.193478
1|8|1|0.17428
1|8|1|0.185528
1|8|1|0.199509
1|8|1|0.197669
1|16|1|0.170701
1|16|1|0.202183
1|16|1|0.197552
1|16|1|0.201578
1|16|1|0.185834
1|16|1|0.162989
1|16|1|0.20309
1|16|1|0.209079
1|16|1|0.180199
1|16|1|0.193395
2|1|1|0.163673
2|1|1|0.163882
2|1|1|0.167807
2|1|1|0.168191
2|1|1|0.162706
2|1|1|0.164155
2|1|1|0.165596
2|1|1|0.162346
2|1|1|0.16786
2|1|1|0.160615
2|1|2|0.194831
2|1|2|0.191915
2|1|2|0.173308
2|1|2|0.178706
2|1|2|0.188574
2|1|2|0.168852
2|1|2|0.145057
2|1|2|0.165174
2|1|2|0.175268
2|1|2|0.151052
2|1|4|0.184022
2|1|4|0.202006
2|1|4|0.217304
2|1|4|0.171542
2|1|4|0.191327
2|1|4|0.167434
2|1|4|0.193047
2|1|4|0.193088
2|1|4|0.177312
2|1|4|0.182942
2|1|8|0.204116
2|1|8|0.213856
2|1|8|0.219483
2|1|8|0.205536
2|1|8|0.215238
2|1|8|0.204877
2|1|8|0.202658
2|1|8|0.194399
2|1|8|0.185164
2|1|8|0.201451
2|1|16|0.224124
2|1|16|0.225617
2|1|16|0.230524
2|1|16|0.226169
2|1|16|0.216547
2|1|16|0.211347
2|1|16|0.212874
2|1|16|0.210363
2|1|16|0.211288
2|1|16|0.22074
2|2|1|0.176236
2|2|1|0.174857
2|2|1|0.179999
2|2|1|0.167251
2|2|1|0.172289
2|2|1|0.171311
2|2|1|0.169059
2|2|1|0.177315
2|2|1|0.176796
2|2|1|0.16762
2|4|1|0.175491
2|4|1|0.176175
2|4|1|0.171992
2|4|1|0.172476
2|4|1|0.18158
2|4|1|0.166452
2|4|1|0.158722
2|4|1|0.180676
2|4|1|0.184029
2|4|1|0.176123
2|8|1|0.18657
2|8|1|0.182102
2|8|1|0.171464
2|8|1|0.17172
2|8|1|0.182187
2|8|1|0.17742
2|8|1|0.175376
2|8|1|0.167278
2|8|1|0.170039
2|8|1|0.17952
2|16|1|0.180665
2|16|1|0.175916
2|16|1|0.176895
2|16|1|0.165872
2|16|1|0.182073
2|16|1|0.174747
2|16|1|0.177402
2|16|1|0.173864
2|16|1|0.171637
2|16|1|0.1736
4|1|1|0.165279
4|1|1|0.153927
4|1|1|0.155951
4|1|1|0.153699
4|1|1|0.162108
4|1|1|0.148562
4|1|1|0.148581
4|1|1|0.153403
4|1|1|0.151493
4|1|1|0.151104
4|1|2|0.156346
4|1|2|0.159192
4|1|2|0.159867
4|1|2|0.166615
4|1|2|0.176343
4|1|2|0.151257
4|1|2|0.151368
4|1|2|0.148578
4|1|2|0.169808
4|1|2|0.159147
4|1|4|0.196931
4|1|4|0.176566
4|1|4|0.19063
4|1|4|0.204498
4|1|4|0.192274
4|1|4|0.18339
4|1|4|0.216389
4|1|4|0.226466
4|1|4|0.231442
4|1|4|0.209747
4|1|8|0.181369
4|1|8|0.184411
4|1|8|0.180982
4|1|8|0.194714
4|1|8|0.199985
4|1|8|0.185757
4|1|8|0.207271
4|1|8|0.180748
4|1|8|0.208905
4|1|8|0.192628
4|1|16|0.205345
4|1|16|0.202084
4|1|16|0.200197
4|1|16|0.209812
4|1|16|0.203553
4|1|16|0.223634
4|1|16|0.228339
4|1|16|0.235735
4|1|16|0.234078
4|1|16|0.225677
4|2|1|0.155681
4|2|1|0.16273
4|2|1|0.164901
4|2|1|0.16614
4|2|1|0.171691
4|2|1|0.168791
4|2|1|0.169196
4|2|1|0.159571
4|2|1|0.161056
4|2|1|0.162136
4|4|1|0.198855
4|4|1|0.187822
4|4|1|0.19586
4|4|1|0.179938
4|4|1|0.180115
4|4|1|0.165847
4|4|1|0.183738
4|4|1|0.183177
4|4|1|0.184807
4|4|1|0.183276
4|8|1|0.19917
4|8|1|0.178671
4|8|1|0.197788
4|8|1|0.17732
4|8|1|0.1618
4|8|1|0.181987
4|8|1|0.156436
4|8|1|0.182773
4|8|1|0.187594
4|8|1|0.178614
4|16|1|0.194218
4|16|1|0.184579
4|16|1|0.190718
4|16|1|0.185824
4|16|1|0.188819
4|16|1|0.181748
4|16|1|0.160965
4|16|1|0.174307
4|16|1|0.182138
4|16|1|0.200934
8|1|1|0.151741
8|1|1|0.147364
8|1|1|0.138807
8|1|1|0.14711
8|1|1|0.141324
8|1|1|0.140263
8|1|1|0.146952
8|1|1|0.14763
8|1|1|0.143316
8|1|1|0.157242
8|1|2|0.153582
8|1|2|0.167447
8|1|2|0.166263
8|1|2|0.152
8|1|2|0.1496
8|1|2|0.165025
8|1|2|0.156517
8|1|2|0.155397
8|1|2|0.14785
8|1|2|0.16383
8|1|4|0.176587
8|1|4|0.213179
8|1|4|0.213728
8|1|4|0.223954
8|1|4|0.229249
8|1|4|0.204868
8|1|4|0.18321
8|1|4|0.196884
8|1|4|0.195902
8|1|4|0.206112
8|1|8|0.208646
8|1|8|0.206782
8|1|8|0.197017
8|1|8|0.202753
